"Grid Settings","Grid Settings"
"Asynchronous indexing","Asynchronous indexing"
"Visible On Storefront","Visível no Histórico do Cliente"
"Visible on Storefront","Visível no Histórico do Cliente"
"Please select a customer","Please select a customer"
"Billing Agreements","Termos de Cobrança"
"Review & Payments","Pagamento"
"Shipping Address","Endereço de Entrega"
"Provided Zip/Postal Code seems to be invalid. Example: 12345-6789; 12345. If you believe it is the right one you can ignore this notice.","Aparentemente seu CEP é inválido ou não há registro de endereço dele."
"Provided Zip/Postal Code seems to be invalid. Example: 12345; 12345-678. If you believe it is the right one you can ignore this notice.","Aparentemente seu CEP é inválido ou não há registro de endereço dele."
"Provided Zip/Postal Code seems to be invalid.","Aparentemente seu CEP é inválido"
"Example:","Exemplo:"
" Example: "," Exemplo: "
"If you believe it is the right one you can ignore this notice.","Se você acha que esta certo pode ignorar esse aviso."
"Hours of Operation:<br /><span class=""no-link"">%store_hours</span>.","Horário:<br /><span class=""no-link"">%store_hours</span>."
"Order & Account Information","Informações do Pedido e do Comprador"
"Payment & Shipping Method","Pagamento e Frete"
"Notes for this Order","Observações do Pedido"
Not,Não
"Comment added","Adicionado em "
"Recently Ordered","Comprado recentemente"
"Print Invoices","Imprimir Faturas"
"Print Packing Slips","Imprimir Guias de Postagem"
"Print Credit Memos","Imprimir Reembolsos"
"Print All","Imprimit Tudo"
"Print Shipping Labels","Imprimir Etiquetas de Envio"
"Items to Invoice","Itens a Faturar"
"VAT","CPF"
